,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,client_accuracy_2,client_accuracy_0,client_accuracy_1,client_accuracy_4,client_accuracy_3,client_attack_2,client_attack_0,client_attack_1,client_attack_4,client_attack_3,client_auc_2,client_auc_0,client_auc_1,client_auc_4,client_auc_3,server_attack,server_accuracy,server_auc,client_round_duration_2,client_round_duration_0,client_round_duration_1,client_round_duration_4,client_round_duration_3,client_transformation_time_0,client_transformation_time_1,client_transformation_time_2,client_transformation_time_3,client_transformation_time_4,client_transformation_time_5,client_transformation_time_6,client_transformation_time_7,client_transformation_time_8,client_transformation_time_9,server_aggregation_duration,server_model_parameters_memory_usage,server_data_parameters_memory_usage,server_transformation_time
10,10,10,10,56.07652206120661,55.081000415734955,55.97931881537689,55.6169600891073,57.551600051837376,0.6281610923975754,0.0,0.0333275005740739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2171,0.0,15.341441869735718,15.23053789138794,15.211463689804075,15.26839542388916,15.280240058898926,0,0,0,0,0,0,0,0,0,0,0.5001060962677002,,,0
11,11,11,11,57.26318872787328,57.161000415734954,56.61931881537689,53.016960089107315,58.45826671850404,0.6281610923975754,0.0,0.0333275005740739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2171,0.0,15.22596526145935,15.345965385437012,15.074764966964722,15.32162308692932,15.323755025863647,0,0,0,0,0,0,0,0,0,0,0.4013428688049316,,,0
12,12,12,12,58.089855394539946,57.68100041573495,58.08598548204353,58.28362675577397,60.21826671850403,0.6281610923975754,0.0,0.0333275005740739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2171,0.0,15.269171476364136,15.205163478851318,15.10347318649292,15.2330482006073,15.259124517440796,0,0,0,0,0,0,0,0,0,0,0.5040812492370605,,,0
13,13,13,13,60.863188727873286,55.62766708240163,60.525985482043545,46.59029342244064,58.25826671850404,0.6281610923975754,0.0,0.0333275005740739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2171,0.0,15.287499904632568,15.223161220550535,15.199180841445925,15.02175521850586,15.226972818374634,0,0,0,0,0,0,0,0,0,0,0.4027657508850097,,,0
14,14,14,14,61.71652206120661,55.161000415734954,59.632652148710214,57.12362675577398,58.81826671850404,0.6281610923975754,0.0,0.0333275005740739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2171,0.0,15.18925642967224,14.96510362625122,14.990746259689333,14.854619979858398,15.32135534286499,0,0,0,0,0,0,0,0,0,0,0.5065979957580566,,,0
15,15,15,15,62.18318872787328,57.62766708240163,60.419318815376876,60.176960089107304,58.91160005183738,0.6281610923975754,0.0,0.0333275005740739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2171,0.0,15.304921865463257,15.141441583633425,15.167107582092283,15.372236013412476,15.11929178237915,0,0,0,0,0,0,0,0,0,0,0.3733818531036377,,,0
16,16,16,16,61.28985539453995,63.72100041573495,61.059318815376876,58.963626755773966,57.3249333851707,0.6281610923975754,0.0,0.0333275005740739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2171,0.0,15.076735019683838,15.352816104888916,15.27148413658142,15.157721996307371,15.25657606124878,0,0,0,0,0,0,0,0,0,0,0.3972377777099609,,,0
17,17,17,17,62.76985539453995,57.481000415734954,59.36598548204354,59.336960089107315,61.991600051837366,0.6281610923975754,0.0,0.0333275005740739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2171,0.0,15.266661643981934,15.132030963897703,15.195346593856812,15.214683294296265,15.097579956054688,0,0,0,0,0,0,0,0,0,0,0.3990051746368408,,,0
18,18,18,18,62.98318872787328,61.267667082401616,62.059318815376876,60.91029342244063,59.96493338517072,0.6281610923975754,0.0,0.0333275005740739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2171,0.0,15.224414587020874,15.254160165786743,15.194978952407835,15.089128017425535,15.12011981010437,0,0,0,0,0,0,0,0,0,0,0.40087890625,,,0
19,19,19,19,61.39652206120662,61.25433374906829,55.87265214871022,60.15029342244065,63.63160005183737,0.6281610923975754,0.0,0.0333275005740739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2171,0.0,15.079461097717283,15.243539810180664,15.20258331298828,15.323634147644045,15.15046453475952,0,0,0,0,0,0,0,0,0,0,0.3988015651702881,,,0
20,20,20,20,60.88985539453995,63.04100041573495,54.71265214871021,59.13696008910731,63.25826671850404,51.628161092397576,50.88252113805594,51.25325645695962,47.96153294601745,52.53770027898005,51.0,51.33333333333333,51.0,48.0,52.33333333333333,50.0,0.2171,50.0,15.228557586669922,15.25417423248291,15.27683424949646,15.185059547424316,15.178168296813965,0,0,0,0,0,0,0,0,0,0,0.4038484096527099,,,0
21,21,21,21,59.67652206120662,62.94766708240161,62.89931881537689,59.15029342244065,61.83160005183738,45.961494425730905,49.88252113805594,48.58658979029295,47.294866279350785,45.871033612313376,45.33333333333333,50.33333333333334,48.33333333333333,47.333333333333336,45.66666666666666,50.0,0.2171,50.0,15.27820324897766,15.234867572784424,15.091107845306396,15.269833326339722,15.201828956604004,0,0,0,0,0,0,0,0,0,0,0.399397611618042,,,0
22,22,22,22,63.62318872787328,63.02766708240162,62.96598548204355,55.49696008910731,62.20493338517071,52.29482775906425,52.88252113805595,50.25325645695962,50.628199612684114,50.20436694564672,51.66666666666667,53.333333333333336,50.0,50.66666666666666,50.0,50.0,0.2171,50.0,15.175334930419922,15.12662935256958,15.38182806968689,15.455143213272097,15.198251962661743,0,0,0,0,0,0,0,0,0,0,0.2226772308349609,,,0
23,23,23,23,63.88985539453996,62.161000415734954,61.40598548204354,58.723626755773985,62.804933385170706,52.29482775906425,48.215854471389285,49.91992312362627,46.29486627935078,48.537700278980054,51.66666666666666,48.66666666666666,49.66666666666666,46.33333333333333,48.33333333333334,50.0,0.2171,50.0,15.194269895553589,15.131496667861938,15.218900442123411,15.142655611038208,15.15409517288208,0,0,0,0,0,0,0,0,0,0,0.4036219120025635,,,0
24,24,24,24,62.67652206120662,64.77433374906828,62.40598548204354,60.61696008910732,63.36493338517071,50.961494425730905,51.215854471389285,53.91992312362627,48.294866279350785,50.53770027898005,50.33333333333334,51.66666666666667,53.66666666666666,48.333333333333336,50.33333333333334,50.0,0.2171,50.0,15.219491958618164,15.054748773574827,15.010332107543944,15.219685554504396,15.218865871429443,0,0,0,0,0,0,0,0,0,0,0.4002711772918701,,,0
