,Unnamed: 0,client_accuracy_2,client_accuracy_0,client_accuracy_1,client_accuracy_4,client_accuracy_3,client_loss_2,client_loss_0,client_loss_1,client_loss_4,client_loss_3,client_accuracy_per_epoch2,client_accuracy_per_epoch0,client_accuracy_per_epoch1,client_accuracy_per_epoch4,client_accuracy_per_epoch3,client_loss_per_epoch2,client_loss_per_epoch0,client_loss_per_epoch1,client_loss_per_epoch4,client_loss_per_epoch3,client_attack_2,client_attack_0,client_attack_1,client_attack_4,client_attack_3,client_auc_2,client_auc_0,client_auc_1,client_auc_4,client_auc_3,server_attack,server_accuracy,server_auc,client_layer_leakage_2,client_layer_leakage_0,client_layer_leakage_1,client_layer_leakage_4,client_layer_leakage_3,server_layer_leakage,client_round_duration_2,client_round_duration_0,client_round_duration_1,client_round_duration_4,client_round_duration_3,client_transformation_time_0,client_transformation_time_1,client_transformation_time_2,client_transformation_time_3,client_transformation_time_4,client_transformation_time_5,client_transformation_time_6,client_transformation_time_7,client_transformation_time_8,client_transformation_time_9,server_aggregation_duration,server_model_parameters_memory_usage,server_data_parameters_memory_usage,server_transformation_time
29,29,44.24864166852613,46.95073195936729,47.492700140176225,47.20464709798388,43.80256688505682,0.8936228203146082,0.9284566220484282,0.9274551363367782,0.9346470641462428,0.8368931707582975,"[69.33333333333334, 70.66666666666667, 73.33333333333333, 70.0, 65.02666666666667]","[76.0, 76.66666666666667, 78.0, 75.33333333333333, 65.78666666666668]","[76.66666666666667, 70.66666666666667, 72.0, 76.0, 65.72]","[80.0, 76.0, 73.33333333333333, 78.66666666666666, 65.46666666666667]","[78.0, 73.33333333333333, 74.66666666666667, 75.33333333333333, 64.21333333333334]","[1.1204658276156376, 0.9006898638449217, 0.8658076258082139, 0.7923415695366106, 0.7888092147676569]","[1.164510450865093, 0.9668678296239752, 0.8889335425276506, 0.8698223107739499, 0.7521489764514723]","[1.163743925722022, 0.9547990999723736, 0.9434240460395813, 0.7964506996305365, 0.7788579103193785]","[1.1439117977493687, 1.0090586731308384, 0.883694987548025, 0.7862251197036944, 0.8503447425992865]","[1.0153729445055912, 0.922440767288208, 0.83851799682567, 0.7454147652575844, 0.6627193799144343]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6851,0.0,{},{},{},{},{},{},16.383219003677368,16.71826958656311,16.367735385894775,15.915576219558716,15.774037837982178,0,0,0,0,0,0,0,0,0,0,0.5270586013793945,,,0
30,30,43.36864166852612,44.565176403811705,47.198255695731774,46.722424875761654,43.44256688505681,0.9756808362509076,0.8630135241307709,0.8999574479303861,0.8787732434900184,0.8312400955902903,"[75.33333333333333, 70.0, 72.66666666666667, 70.0, 64.14666666666666]","[76.66666666666667, 75.33333333333333, 79.33333333333333, 76.0, 63.4]","[74.66666666666667, 75.33333333333333, 68.66666666666667, 76.66666666666667, 65.42666666666666]","[70.66666666666667, 71.33333333333334, 72.66666666666667, 73.33333333333333, 64.97333333333334]","[77.33333333333333, 74.66666666666667, 73.33333333333333, 71.33333333333334, 63.85333333333333]","[1.2580616850602, 1.0236400177604275, 0.9285925297360671, 0.8766107841541892, 0.7914991645436538]","[1.0338633123197054, 0.9498076878095928, 0.7801947687801561, 0.8414697129475442, 0.7097321387968565]","[1.0923416708645068, 0.9401119947433472, 0.84478717728665, 0.8739723845532066, 0.7485740122042204]","[1.128408171628651, 0.8607760699171769, 0.8573924240313078, 0.7937599248007724, 0.7535296270721837]","[1.1102485531254818, 0.8488947372687491, 0.7434926597695601, 0.7331123571646841, 0.7204521706229762]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6843,0.0,{},{},{},{},{},{},15.87034821510315,15.931549549102783,16.463591814041138,16.15808415412903,15.724120616912842,0,0,0,0,0,0,0,0,0,0,0.428340196609497,,,0
31,31,44.528641668526134,46.36517640381172,47.492700140176225,46.22909154242831,44.61478910727905,0.8442393729561253,0.8381108737305591,0.8399098691187407,0.8737428458113419,0.7765659718137039,"[73.33333333333333, 69.33333333333334, 71.33333333333334, 73.33333333333333, 66.30666666666667]","[79.33333333333333, 74.0, 75.33333333333333, 68.0, 66.2]","[75.33333333333333, 78.66666666666666, 78.66666666666666, 77.33333333333333, 65.72]","[74.66666666666667, 70.0, 66.0, 73.33333333333333, 64.48]","[76.0, 78.66666666666666, 72.66666666666667, 74.66666666666667, 66.02666666666667]","[1.0842367285176326, 0.8709197671789872, 0.8496568061803517, 0.7428063938492223, 0.6735771690544329]","[1.0190243187703585, 0.88315937864153, 0.8394172434744082, 0.8037925315530676, 0.6451608962134311]","[1.09530529536699, 0.9357655393449884, 0.7982884237640783, 0.7275472189250746, 0.6426428681925723]","[1.0654634864706742, 0.9868052570443404, 0.8360303389398676, 0.7787199036071175, 0.70169524299471]","[0.9961601887878618, 0.8702681597910429, 0.6827460049014342, 0.6715729871862813, 0.6620825184018988]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6911,0.0,{},{},{},{},{},{},15.826456546783447,16.62529683113098,15.989541053771973,16.478225231170654,15.755448341369627,0,0,0,0,0,0,0,0,0,0,0.5396194458007812,,,0
32,32,44.95641944630389,46.59073195936726,47.198255695731774,46.94909154242831,42.82923355172348,0.8815321577222723,0.7822997656307722,0.8457437659564772,0.8806157080750715,0.7930629108297198,"[79.33333333333333, 82.66666666666667, 80.66666666666666, 84.0, 65.73333333333333]","[72.66666666666667, 74.0, 76.0, 76.0, 65.42666666666666]","[68.66666666666667, 74.0, 77.33333333333333, 76.66666666666667, 66.42666666666666]","[74.66666666666667, 68.0, 70.0, 70.66666666666667, 66.2]","[76.0, 74.0, 78.0, 72.0, 63.239999999999995]","[1.1528054946347286, 0.8820437349771199, 0.9183134530719957, 0.7253009723989587, 0.7291971335285589]","[1.0015748362792165, 0.8554695876021134, 0.7918185309359902, 0.6781363189220428, 0.5844995544144982]","[1.1118558268798024, 0.9225683275022005, 0.7998419733423936, 0.7100827599826612, 0.6843699420753279]","[1.0531960474817377, 0.9475306397990176, 0.8764997171728235, 0.8151128778332158, 0.7107392580885636]","[0.9894906125570598, 0.8758618674780193, 0.7117434285188976, 0.6481062358147219, 0.7401124097799]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6899,0.0,{},{},{},{},{},{},16.103383541107178,15.664706468582152,15.866843700408936,15.830174446105955,16.611770153045654,0,0,0,0,0,0,0,0,0,0,0.4288218021392822,,,0
33,33,43.60864166852613,46.09850973714505,46.91825569573178,47.09464709798386,45.01478910727903,0.8430615111401206,0.7925772996325242,0.8255550387658571,0.8046900099829625,0.7248438712797667,"[73.33333333333333, 78.0, 74.66666666666667, 80.66666666666666, 64.38666666666667]","[80.66666666666666, 78.66666666666666, 72.66666666666667, 80.0, 64.93333333333334]","[77.33333333333333, 78.0, 74.66666666666667, 77.33333333333333, 66.14666666666666]","[72.66666666666667, 73.33333333333333, 69.33333333333334, 70.0, 66.34666666666666]","[72.66666666666667, 76.0, 78.0, 76.66666666666667, 65.42666666666666]","[1.1429519339611656, 0.8946192327298617, 0.7838359773159027, 0.7410506810012617, 0.6528497306924117]","[1.0335548896538584, 0.7928692965131057, 0.7623316253486433, 0.7449794882222226, 0.6291511984247911]","[1.1511282167936627, 0.8251443928793857, 0.7856111291207766, 0.7584645536385084, 0.6074269013969522]","[1.0647256123392206, 0.8453114440566615, 0.805082303913016, 0.683734760472649, 0.6245959291332647]","[0.9138591148351368, 0.7824252843856812, 0.657233139401988, 0.6875317316306265, 0.583170086145401]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6914,0.0,{},{},{},{},{},{},15.68223762512207,15.752558946609495,15.725162267684937,15.274475812911987,15.561474084854126,0,0,0,0,0,0,0,0,0,0,0.5388119220733643,,,0
34,34,43.73641944630389,46.470731959367285,47.25270014017622,47.05464709798388,44.494789107279054,0.8417935023182317,0.7914399680338409,0.793997516443855,0.8219989459765584,0.7720584687433745,"[75.33333333333333, 74.0, 70.0, 75.33333333333333, 64.61333333333333]","[80.0, 77.33333333333333, 79.33333333333333, 80.0, 66.30666666666667]","[74.0, 72.66666666666667, 78.0, 70.66666666666667, 65.48]","[72.66666666666667, 76.0, 76.66666666666667, 70.66666666666667, 65.30666666666667]","[79.33333333333333, 77.33333333333333, 81.33333333333333, 80.0, 64.90666666666667]","[1.0857352959482294, 0.9259526384504217, 0.7859587983081215, 0.670291626139691, 0.7410291527446947]","[1.0379604085495597, 0.8322970271110535, 0.7438132574683741, 0.6876722872257233, 0.6554568598144933]","[1.0080189940176512, 0.8563851776875948, 0.7008838512395558, 0.689083058583109, 0.7156165006913637]","[1.0479384472495632, 0.9359432709844488, 0.7338513418247825, 0.7809668544091677, 0.6112948154148302]","[0.9820389731934196, 0.8280403629729622, 0.7570532105470958, 0.6558049321174622, 0.6373548648859325]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6925,0.0,{},{},{},{},{},{},15.627190351486206,15.469314813613892,15.56534457206726,15.821429014205933,15.26610517501831,0,0,0,0,0,0,0,0,0,0,0.5201418399810791,,,0
35,35,43.103086112970566,46.698509737145045,46.94603347350956,47.33464709798388,44.96256688505681,0.8706929642903176,0.7901582567315353,0.8369446341928685,0.7784371463876022,0.7544531477125067,"[74.0, 80.66666666666666, 81.33333333333333, 79.33333333333333, 63.88]","[75.33333333333333, 76.0, 74.66666666666667, 74.0, 66.53333333333333]","[80.0, 78.66666666666666, 78.66666666666666, 78.66666666666666, 65.17333333333333]","[72.0, 73.33333333333333, 74.0, 72.66666666666667, 65.58666666666667]","[77.33333333333333, 79.33333333333333, 79.33333333333333, 80.66666666666666, 65.37333333333333]","[1.1726146810933162, 0.9892689083751879, 0.8131593481490487, 0.7057958747211256, 0.6726260091129103]","[1.0549258746598895, 0.8426783429948908, 0.7435933539741918, 0.7092199560843016, 0.6003737559444026]","[1.0607273390418606, 0.9083113293898734, 0.7479979678204185, 0.727477313656556, 0.7402092210556331]","[1.0367212828836943, 0.8609173862557662, 0.6886109380345595, 0.6770239723356146, 0.6289121524283761]","[0.9380974738221419, 0.8615605423324987, 0.6847272123161116, 0.6894656937373312, 0.5984148163544504]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6899,0.0,{},{},{},{},{},{},15.988452911376951,15.33990478515625,15.670579433441162,15.409576177597046,16.17714214324951,0,0,0,0,0,0,0,0,0,0,0.5261406898498535,,,0
36,36,44.36864166852612,46.60517640381171,46.29270014017623,47.589091542428314,45.01478910727903,0.7867251584404393,0.730873747875816,0.7612016767263413,0.7612767699517702,0.6908998174102683,"[80.0, 82.0, 80.0, 72.66666666666667, 65.14666666666666]","[79.33333333333333, 81.33333333333333, 84.0, 80.0, 65.44]","[76.66666666666667, 76.66666666666667, 73.33333333333333, 72.0, 64.52]","[82.0, 80.0, 80.66666666666666, 84.66666666666667, 66.84]","[76.66666666666667, 78.66666666666666, 77.33333333333333, 79.33333333333333, 66.42666666666666]","[0.9423646126922808, 0.8909165576884621, 0.7864395850583127, 0.6886832910148721, 0.6252217457482689]","[0.9930430180148074, 0.8398713093054923, 0.6220049403215709, 0.6726166637320268, 0.5268328080051824]","[0.9164908277361017, 0.8583825638419703, 0.7558875836824116, 0.6371499911734932, 0.6380974171977294]","[1.0271035385759253, 0.8399073418818022, 0.7227311055911215, 0.6402592047264701, 0.5763826589835318]","[0.8320831907422919, 0.813385020745428, 0.6370445458512557, 0.6049491135697616, 0.5670372161426043]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,{},{},{},{},{},{},15.907450675964355,15.286085844039915,16.104297399520874,15.25620985031128,15.439940452575684,0,0,0,0,0,0,0,0,0,0,0.4112057685852051,,,0
37,37,45.02308611297056,44.938509737145054,45.18603347350955,47.04242487576165,45.56256688505681,0.7893822462935196,0.7217468219368082,0.754939220610418,0.7720465636567064,0.6979375266715101,"[82.66666666666667, 80.0, 77.33333333333333, 80.66666666666666, 65.8]","[78.0, 80.0, 80.0, 78.0, 63.77333333333334]","[84.0, 76.66666666666667, 80.66666666666666, 76.66666666666667, 63.413333333333334]","[74.66666666666667, 70.0, 76.0, 74.66666666666667, 65.29333333333334]","[78.66666666666666, 80.66666666666666, 76.0, 75.33333333333333, 65.97333333333333]","[1.0618457151086707, 0.7938072477516375, 0.7239025909649698, 0.6964316603384519, 0.6709240173038683]","[0.9774482814889205, 0.7940344026214198, 0.6679245233535767, 0.6008274978712985, 0.5684994043488252]","[0.8874495656866777, 0.7864583260134647, 0.7707837192635787, 0.6553565279433602, 0.6746479641450079]","[1.0973988300875614, 0.8416663298481389, 0.6916464253475791, 0.6758678837826377, 0.5536533492176157]","[0.9916894357455405, 0.7395236178448326, 0.6991937285975406, 0.5606061949541694, 0.49867465621546697]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6871,0.0,{},{},{},{},{},{},15.938360691070557,15.119093656539915,15.821011304855348,15.69912338256836,15.945210695266724,0,0,0,0,0,0,0,0,0,0,0.5279800891876221,,,0
38,38,41.96864166852611,45.338509737145046,46.90603347350956,46.894647097983864,44.094789107279034,0.7650380423194484,0.7208079385130028,0.7296058066581426,0.778802367966426,0.675646216932096,"[72.0, 71.33333333333334, 72.0, 76.0, 62.74666666666666]","[85.33333333333334, 82.0, 83.33333333333334, 80.66666666666666, 64.17333333333333]","[78.66666666666666, 78.0, 79.33333333333333, 72.66666666666667, 66.13333333333333]","[77.33333333333333, 82.66666666666667, 78.0, 74.0, 65.14666666666666]","[78.66666666666666, 77.33333333333333, 75.33333333333333, 79.33333333333333, 64.50666666666666]","[1.0308049807423039, 0.7824306111586722, 0.8193463934095282, 0.6264000425213262, 0.5662081837654114]","[0.8776936970259014, 0.7851927013773667, 0.7448998877876684, 0.6226094208265606, 0.5736439855475175]","[0.8840573524173937, 0.8394106093205904, 0.6953656202868411, 0.5962354070261905, 0.6329600442396967]","[1.0324784799626, 0.7611544916504308, 0.7694429629727414, 0.7050594656090987, 0.6258764396372595]","[0.9563034804243791, 0.7288563831856376, 0.6307631966314817, 0.5052215535389749, 0.5570864708800065]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6829,0.0,{},{},{},{},{},{},15.726303100585938,15.59135890007019,15.535001277923584,15.808370113372805,15.62916660308838,0,0,0,0,0,0,0,0,0,0,0.4237837791442871,,,0
39,39,44.72308611297057,46.978509737145046,49.05270014017623,46.82909154242831,44.02923355172348,0.7435051205911134,0.7373038310753672,0.7244640596603091,0.7348480285782564,0.6816622363109338,"[75.33333333333333, 80.66666666666666, 76.0, 76.0, 66.60000000000001]","[82.0, 80.66666666666666, 82.66666666666667, 85.33333333333334, 66.81333333333333]","[80.66666666666666, 80.66666666666666, 78.66666666666666, 82.0, 67.28]","[74.66666666666667, 78.66666666666666, 80.66666666666666, 78.0, 65.08]","[82.0, 83.33333333333334, 76.0, 79.33333333333333, 64.44]","[0.9677824127046686, 0.8155684737782729, 0.6792614789385545, 0.6556184072243539, 0.5992948303097173]","[0.9543413425746717, 0.8068346271389409, 0.7541822257794832, 0.6113158025239643, 0.5598451573597757]","[1.032755434513092, 0.75320492135851, 0.6587963904205122, 0.6189814343264228, 0.5585821176830091]","[0.9430254948766608, 0.8538039828601637, 0.6878301328734348, 0.6421014572444715, 0.5474790750365508]","[0.9164772347400063, 0.7214447322644686, 0.5862992774499091, 0.6060239374637604, 0.5780659996365246]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6926,0.0,{},{},{},{},{},{},15.785637855529783,15.99659299850464,15.8483464717865,15.038363695144652,15.52099585533142,0,0,0,0,0,0,0,0,0,0,0.5082254409790039,,,0
40,40,44.1564194463039,45.678509737145035,47.53270014017622,47.24242487576165,44.81478910727903,0.7120542819562712,0.6938742827428014,0.7604436554406818,0.7609167925621334,0.6738687396049501,"[77.33333333333333, 76.66666666666667, 78.0, 78.0, 64.93333333333334]","[79.33333333333333, 74.66666666666667, 74.66666666666667, 76.0, 64.61333333333333]","[80.0, 81.33333333333333, 82.66666666666667, 83.33333333333334, 65.75999999999999]","[79.33333333333333, 77.33333333333333, 78.66666666666666, 77.33333333333333, 65.49333333333334]","[78.66666666666666, 82.66666666666667, 82.66666666666667, 80.66666666666666, 65.22666666666666]","[0.9749590440800315, 0.8235513081676081, 0.6296990811824799, 0.5904202147534019, 0.5416417615978342]","[0.9112823981987802, 0.7712170858132211, 0.6648507510360918, 0.5808107162776747, 0.5412104623882394]","[0.9635090780885596, 0.8030734626870406, 0.7751808213560205, 0.6478620124490637, 0.6125929026227248]","[1.0019853711128235, 0.8026281908938759, 0.7099106656877618, 0.7049248202850944, 0.5851349148311114]","[0.9582789603032564, 0.7055811725164715, 0.6689171838132959, 0.5251483658426687, 0.5114180155490574]",52.66666666666666,52.66666666666666,48.0,52.333333333333336,52.0,52.66666666666666,52.66666666666666,48.00000000000001,52.33333333333334,52.0,51.406666666666666,0.6935,51.406666666666666,{},{},{},{},{},{},15.268838882446287,15.610009670257568,15.41850471496582,15.32223892211914,16.279399633407593,0,0,0,0,0,0,0,0,0,0,0.4296872615814209,,,0
41,41,44.74641944630388,44.670731959367274,47.72270014017623,45.25464709798388,45.53478910727903,0.7390946218841955,0.6746787869224422,0.6874272744906577,0.7376398365748557,0.6104306919010062,"[76.66666666666667, 73.33333333333333, 74.0, 74.66666666666667, 65.57333333333332]","[79.33333333333333, 81.33333333333333, 81.33333333333333, 86.66666666666667, 63.50666666666667]","[74.66666666666667, 73.33333333333333, 73.33333333333333, 73.33333333333333, 66.96]","[75.33333333333333, 79.33333333333333, 80.0, 78.66666666666666, 63.50666666666667]","[78.0, 82.0, 80.66666666666666, 74.66666666666667, 65.94666666666666]","[1.055739506294853, 0.7553866835016954, 0.690867825558311, 0.6432719262022721, 0.5502071678638458]","[0.9219823260056345, 0.7942990378329629, 0.6093311858804602, 0.5282862929529265, 0.5194950919402274]","[0.8824639351744401, 0.7534918283161364, 0.622378546940653, 0.6533215641975403, 0.5254804978245183]","[0.9840036081640344, 0.7853375139989351, 0.6657129102631619, 0.5964954620913455, 0.656649688356801]","[0.8606550442545038, 0.6631176706991697, 0.5298373110984501, 0.5267306268215179, 0.4718128066313894]",52.66666666666666,47.0,52.333333333333336,52.0,49.0,52.66666666666666,47.0,52.333333333333336,52.0,49.0,51.24666666666666,0.6847,51.24666666666668,{},{},{},{},{},{},16.02357244491577,16.159815311431885,16.414573907852173,16.22704768180847,16.1979341506958,0,0,0,0,0,0,0,0,0,0,0.5366320610046387,,,0
42,42,44.448641668526115,44.925176403811705,47.106033473509555,47.12242487576164,46.68256688505681,0.732880753592441,0.6523368447234755,0.727709111100749,0.7246890416270808,0.6282570506397046,"[74.0, 79.33333333333333, 80.66666666666666, 77.33333333333333, 65.22666666666666]","[80.66666666666666, 80.0, 81.33333333333333, 82.0, 63.75999999999999]","[84.0, 79.33333333333333, 81.33333333333333, 80.66666666666666, 66.33333333333333]","[84.66666666666667, 80.0, 81.33333333333333, 81.33333333333333, 66.37333333333333]","[78.66666666666666, 75.33333333333333, 73.33333333333333, 78.66666666666666, 67.09333333333333]","[0.9163964892688551, 0.7723125046805331, 0.648857632749959, 0.6792718423040289, 0.6475652989588285]","[0.9308757280048571, 0.6845636540337613, 0.56989933158222, 0.5306980006004635, 0.5456475093960762]","[0.9389082083576604, 0.7767112160983839, 0.663949905257476, 0.6368299236423091, 0.6221463021479154]","[0.9693478220387509, 0.7602492178741255, 0.6721436898959311, 0.6316748433991483, 0.5900296349274484]","[0.8304694138075176, 0.6766108415628734, 0.6012641042470932, 0.5459820000748885, 0.4869588935061505]",52.333333333333336,51.33333333333333,51.33333333333333,52.66666666666666,52.66666666666666,52.333333333333336,51.33333333333333,51.33333333333334,52.66666666666667,52.66666666666666,51.84,0.6901,51.84,{},{},{},{},{},{},15.35821270942688,15.701023817062378,16.351935863494873,15.780822038650513,16.30250573158264,0,0,0,0,0,0,0,0,0,0,0.4325804710388183,,,0
43,43,45.063086112970566,46.25850973714503,47.01270014017623,47.24242487576165,45.12256688505681,0.7112901933883365,0.7060600301937053,0.727592056675961,0.7164201592144214,0.6632460085969222,"[83.33333333333334, 80.66666666666666, 86.0, 82.66666666666667, 66.84]","[78.66666666666666, 82.0, 81.33333333333333, 80.0, 65.09333333333333]","[76.0, 80.0, 86.0, 80.66666666666666, 65.24]","[76.0, 82.0, 82.66666666666667, 84.66666666666667, 65.49333333333334]","[82.0, 83.33333333333334, 74.66666666666667, 84.66666666666667, 66.53333333333333]","[0.9959120844539843, 0.7547492933900732, 0.6364360624238065, 0.6184630770432321, 0.5508904496305868]","[0.9591281508144579, 0.8197069419057745, 0.6511909977385872, 0.5733956208354548, 0.526878439674252]","[1.0200574366669906, 0.8421330357852735, 0.7387098936658156, 0.5372603363112399, 0.49979958095048604]","[0.9065377712249756, 0.8251276706394396, 0.6721406171196386, 0.5900424389462722, 0.5882522981417807]","[0.886960140968624, 0.727494552731514, 0.6394625259073157, 0.6035607927723935, 0.45875203060476405]",51.33333333333333,52.66666666666666,52.333333333333336,51.0,52.66666666666666,51.33333333333334,52.66666666666668,52.333333333333336,51.0,52.66666666666666,51.52666666666666,0.6913,51.52666666666667,{},{},{},{},{},{},15.291041374206545,15.747833967208862,15.534290313720703,15.637173175811768,15.723405838012695,0,0,0,0,0,0,0,0,0,0,0.4394207000732422,,,0
44,44,43.1964194463039,46.40517640381171,47.06603347350956,46.80464709798386,46.734789107279035,0.7208954266811671,0.686754919666993,0.7063195220733943,0.671972623781154,0.6015103875022185,"[76.66666666666667, 80.0, 84.0, 81.33333333333333, 63.973333333333336]","[78.0, 77.33333333333333, 78.0, 78.66666666666666, 66.24]","[72.66666666666667, 84.66666666666667, 80.0, 80.66666666666666, 65.29333333333334]","[72.66666666666667, 79.33333333333333, 75.33333333333333, 74.0, 66.06666666666666]","[82.66666666666667, 80.0, 83.33333333333334, 83.33333333333334, 67.14666666666666]","[1.0584420844128257, 0.8345412172769245, 0.6554851171217466, 0.5631597622444755, 0.49284895234986353]","[0.9463738454015631, 0.7698725571757868, 0.5539583312837701, 0.6163863445583143, 0.5471835199155306]","[0.9681958477748068, 0.7535179304449182, 0.5958525648242549, 0.6157258717637313, 0.5983053955592608]","[0.9606692743928809, 0.6921256819837972, 0.6036068969651273, 0.5479035189277247, 0.5555577466362401]","[0.9353740795662528, 0.596492201089859, 0.552896679231995, 0.49372602371793045, 0.4290629539050554]",50.33333333333333,52.66666666666666,56.333333333333336,52.33333333333333,52.66666666666666,50.33333333333333,52.66666666666667,56.33333333333332,52.33333333333334,52.66666666666666,51.9,0.6871,51.9,{},{},{},{},{},{},15.53838276863098,15.874931573867798,16.01242685317993,15.514850854873655,15.532864093780518,0,0,0,0,0,0,0,0,0,0,0.4433023929595947,,,0
45,45,43.423086112970566,42.915176403811714,46.826033473509554,46.66909154242831,45.50923355172348,0.681025218963623,0.6624630720991838,0.6798929362704879,0.6830262130812594,0.6251646115591651,"[79.33333333333333, 80.66666666666666, 81.33333333333333, 80.66666666666666, 64.2]","[76.66666666666667, 73.33333333333333, 78.66666666666666, 77.33333333333333, 61.760000000000005]","[80.0, 76.66666666666667, 78.0, 80.0, 65.05333333333333]","[81.33333333333333, 79.33333333333333, 85.33333333333334, 78.66666666666666, 64.92]","[80.66666666666666, 85.33333333333334, 86.0, 82.0, 65.92]","[1.0207674440584684, 0.741815038417515, 0.6584841091381876, 0.5232391616231516, 0.4608203415807925]","[0.8852013537758275, 0.7299765238636419, 0.6311489249530592, 0.5327532009074563, 0.5332353569959339]","[0.9438709742144534, 0.7365074957671919, 0.6822961286494607, 0.5152476790704226, 0.5215424036509112]","[0.9222391122265866, 0.7030590051098874, 0.6705439122099626, 0.5765318980342463, 0.5427571378256145]","[0.9095095207816676, 0.6848505311890652, 0.5488011837005615, 0.5281457085358469, 0.4545161135886845]",44.333333333333336,52.00000000000001,52.66666666666666,47.333333333333336,51.66666666666667,44.333333333333336,52.00000000000001,52.66666666666667,47.333333333333336,51.66666666666666,52.06666666666667,0.6852,52.06666666666666,{},{},{},{},{},{},16.027421951293945,15.879748344421388,15.988101959228516,16.13042664527893,15.810173034667969,0,0,0,0,0,0,0,0,0,0,0.5299098491668701,,,0
46,46,44.74641944630388,46.688509737145026,47.272700140176234,47.64242487576166,44.68256688505681,0.6597898406417746,0.6302455365657806,0.6313514406351667,0.678415616091929,0.6232398211956025,"[79.33333333333333, 82.0, 79.33333333333333, 80.0, 66.57333333333332]","[70.66666666666667, 78.66666666666666, 78.0, 78.66666666666666, 65.57333333333332]","[82.0, 82.66666666666667, 83.33333333333334, 83.33333333333334, 65.60000000000001]","[74.0, 79.33333333333333, 77.33333333333333, 78.66666666666666, 66.89333333333335]","[91.33333333333333, 88.66666666666667, 90.66666666666666, 90.0, 66.09333333333333]","[0.9120007329865506, 0.6728989670151159, 0.6153210354478735, 0.5438867266240873, 0.5548417411352459]","[0.8616356096769634, 0.6639196794284018, 0.6202694750145862, 0.51521624075739, 0.4901866779515618]","[0.8453922475639143, 0.6417307663512858, 0.5543057055849778, 0.6266080603787774, 0.4887204232968782]","[0.9640236716521414, 0.7475803588566027, 0.5969419487212834, 0.5495469993666598, 0.5339851018629576]","[0.8549087722050516, 0.6399902230814883, 0.5797500233901175, 0.5329453004033942, 0.5086047868979605]",51.66666666666667,52.333333333333336,52.66666666666666,52.66666666666666,47.0,51.66666666666666,52.333333333333336,52.66666666666667,52.66666666666666,47.0,52.03333333333333,0.6909,52.03333333333333,{},{},{},{},{},{},16.00423789024353,16.1595938205719,16.068331956863403,15.821679592132568,15.784855365753174,0,0,0,0,0,0,0,0,0,0,0.4416432380676269,,,0
47,47,44.816419446303904,46.35073195936728,47.05270014017623,44.05464709798387,45.109233551723484,0.6865730782872752,0.6254563773933209,0.652176842250322,0.6467956868441481,0.6736495239169973,"[78.66666666666666, 82.66666666666667, 80.66666666666666, 78.66666666666666, 65.69333333333334]","[87.33333333333333, 86.66666666666667, 82.66666666666667, 87.33333333333333, 65.18666666666667]","[80.66666666666666, 81.33333333333333, 85.33333333333334, 85.33333333333334, 65.28]","[79.33333333333333, 84.0, 81.33333333333333, 78.0, 62.306666666666665]","[77.33333333333333, 80.0, 80.0, 78.66666666666666, 66.52]","[0.9274799447310599, 0.730290434862438, 0.5971654833931672, 0.5703280081874446, 0.6076015202622664]","[0.8790812633539501, 0.7237169224964944, 0.6064003000133916, 0.4988384811501754, 0.41924491995259333]","[0.8958175213713395, 0.7251278836476175, 0.5735335491205517, 0.5545485749056465, 0.5118566822064551]","[0.9266282288651717, 0.7030951741494631, 0.5703618918594561, 0.5959937313669607, 0.4378994079796891]","[0.9045783187213697, 0.6976280479054702, 0.6481926550990657, 0.6153768269639266, 0.5024717708951548]",50.66666666666667,52.66666666666666,51.33333333333333,50.66666666666667,52.333333333333336,50.66666666666666,52.66666666666667,51.33333333333333,50.66666666666666,52.333333333333336,51.73333333333333,0.6814,51.73333333333333,{},{},{},{},{},{},15.42959976196289,15.785525560379028,16.460583686828613,16.499293565750122,16.200347185134888,0,0,0,0,0,0,0,0,0,0,0.5355613231658936,,,0
